Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,subjectTerms,subjects,FindACopy,Database
Meager Returns for the Democrats' Biggest Donor: [National Desk],"  [...]he said, ""I think this was money incredibly well spent.""",1620993206,Newspapers,"Davenport, Coral", NYTIAO," Republican Party
813940"," Copyright New York Times Company Nov 7, 2014", News," Nov 7, 2014",0362-4331, English, English, A.14," New York, N.Y.","Nov 7, 2014",New York Times,2014,https://search.proquest.com/docview/1620993206?accountid=14902, A.14," Climate change , Campaign expenditures , Congressional elections , Election results , State elections , Environmental protection , Iowa , Pennsylvania , Colorado , California , New Hampshire , Steyer, Tom",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Meager+Returns+for+the+Democrats%27+Biggest+Donor%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2014-11-07&amp;volume=&amp;issue=&amp;spage=A.14&amp;au=Davenport%2C+Coral&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Push for Fossil-Free Nonprofits: [Giving],"  Inspired by global efforts to reduce carbon emissions, environmentally focused donors want institutions to divest themselves of investments in companies connected with fossil fuels like petroleum and coal. While you may be able to find out if your preferred charities, college or nonprofits own fossil fuel companies in their endowments or investment portfolios, lobbying them to sell will take some concerted pressure.",1620993068,Newspapers,"Wasik, John F", NYTIAO," First Affirmative Financial Network
523930 , Church of Sweden
813110 , Vassar College
611310 , Swarthmore College
611310 , Rockefeller Brothers Fund Inc
813211"," Copyright New York Times Company Nov 7, 2014", Feature," Nov 7, 2014",0362-4331, English, English, F.9," New York, N.Y.","Nov 7, 2014",New York Times,2014,https://search.proquest.com/docview/1620993068?accountid=14902, F.9," Divestments , Colleges & universities , Fossil fuels , Nonprofit organizations , Emissions control , Endowment , Series & special reports , McKibben, Bill",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Push+for+Fossil-Free+Nonprofits%3A+%5BGiving%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2014-11-07&amp;volume=&amp;issue=&amp;spage=F.9&amp;au=Wasik%2C+John+F&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Climate Change: Questions for Colleges: [Letter],,1619850512,Newspapers,, NYTIAO,," Copyright New York Times Company Nov 5, 2014", Letter," Nov 5, 2014",0362-4331, English, English, A.18," New York, N.Y.","Nov 5, 2014",New York Times,2014,https://search.proquest.com/docview/1619850512?accountid=14902, A.18,,,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Climate+Change%3A+Questions+for+Colleges%3A+%5BLetter%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2014-11-05&amp;volume=&amp;issue=&amp;spage=A.18&amp;au=&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
U.S. Fines Automakers for Errors in Mileage: [Business/Financial Desk],"  In the largest-ever penalty for a violation of the Clean Air Act, the Korean automakers Hyundai Motor and Kia Motors will pay the federal government a combined $300 million as part of a settlement for overstating vehicle fuel-economy standards on 1.2 million cars, Justice Department and Environmental Protection Agency officials said on Monday.",1619418521,Newspapers,"Davenport, Coral;Vlasic, Bill", NYTIAO," Environmental Protection Agency--EPA
924110"," Copyright New York Times Company Nov 4, 2014", News," Nov 4, 2014",0362-4331, English, English, B.1," New York, N.Y.","Nov 4, 2014",New York Times,2014,https://search.proquest.com/docview/1619418521?accountid=14902, B.1," Automobile industry , Emissions , Energy efficiency , Fuel economy standards , Environmental protection , Fines & penalties , Holder, Eric H Jr , Hyundai Elantra , Kia Rio",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=U.S.+Fines+Automakers+for+Errors+in+Mileage%3A+%5BBusiness%2FFinancial+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2014-11-04&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Davenport%2C+Coral%3BVlasic%2C+Bill&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
U.N. Panel Issues Its Starkest Warning Yet on Global Warming: [Foreign Desk],"  Despite growing efforts in many countries to tackle the problem, the global situation is becoming more acute as developing countries join the West in burning huge amounts of fossil fuels, the Intergovernmental Panel on Climate Change said here on Sunday.",1619268739,Newspapers,"Gillis, Justin", NYTIAO," United Nations--UN
928120 , Intergovernmental Panel on Climate Change
541712
928120"," Copyright New York Times Company Nov 3, 2014", News," Nov 3, 2014",0362-4331, English, English, A.8," New York, N.Y.","Nov 3, 2014",New York Times,2014,https://search.proquest.com/docview/1619268739?accountid=14902, A.8," Climate change , Global warming , Poverty , Hunger , Environmental impact , Greenhouse effect , Fossil fuels , Social impact , Emissions control , Developing countries--LDCs",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=U.N.+Panel+Issues+Its+Starkest+Warning+Yet+on+Global+Warming%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2014-11-03&amp;volume=&amp;issue=&amp;spage=A.8&amp;au=Gillis%2C+Justin&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
The Missing Campus Climate Debate: [Op-Ed],"  According to a 2012 report sponsored by the American Petroleum Institute, oil and natural gas constituted merely 2.1 percent of endowment holdings. [...]how would divestment advance the cause?",1619166031,Newspapers,"Mandery, Evan J", NYTIAO,," Copyright New York Times Company Nov 2, 2014", Commentary," Nov 2, 2014",0362-4331, English, English, SR.5," New York, N.Y.","Nov 2, 2014",New York Times,2014,https://search.proquest.com/docview/1619166031?accountid=14902, SR.5," Colleges & universities , Fossil fuels , Divestiture , Social investing , Endowment , Energy industry , Morality , United States--US , Faust, Drew Gilpin",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=The+Missing+Campus+Climate+Debate%3A+%5BOp-Ed%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2014-11-02&amp;volume=&amp;issue=&amp;spage=SR.5&amp;au=Mandery%2C+Evan+J&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Why Republicans Keep Telling Everyone They're Not Scientists: [National Desk],"  In the past, many Republican candidates questioned or denied the science of climate change, but polls show that a majority of Americans accept it -- and support government policies to mitigate it -- making the Republican position increasingly challenging ahead of the 2016 presidential elections. The reality of campaigning is that a politician who acknowledges that burning coal and oil contributes to global warming must offer a solution, which most policy experts say should be taxing or regulating carbon pollution and increasing government spending on alternative energy.",1618307475,Newspapers,"Davenport, Coral", NYTIAO," Pew Research Center for the People & the Press
541720 , Republican Party
813940 , Americans for Prosperity Foundation
813319"," Copyright New York Times Company Oct 31, 2014", News," Oct 31, 2014",0362-4331, English, English, A.18," New York, N.Y.","Oct 31, 2014",New York Times,2014,https://search.proquest.com/docview/1618307475?accountid=14902, A.18," Climate change , Elections , Global warming , Scientists , Polls & surveys , Debates , Corporate taxes , Government spending , Kentucky , Florida , Ayres, Whit , Boehner, John , McConnell, Mitch , Crist, Charlie",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Why+Republicans+Keep+Telling+Everyone+They%27re+Not+Scientists%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2014-10-31&amp;volume=&amp;issue=&amp;spage=A.18&amp;au=Davenport%2C+Coral&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"For McConnell to Lead Senate, a Winding Trail: [National Desk]","  [...]Mr. Piper and others on the bus called the mood ""celebratory,"" especially when contrasted with the 2008 election, when Mr. McConnell had to scratch out a victory amid a national Democratic wave.",1618306588,Newspapers,"Horowitz, Jason", NYTIAO," Republican Party
813940 , Senate
921120"," Copyright New York Times Company Oct 31, 2014", News," Oct 31, 2014",0362-4331, English, English, A.1," New York, N.Y.","Oct 31, 2014",New York Times,2014,https://search.proquest.com/docview/1618306588?accountid=14902, A.1," Political leadership , Congressional elections , Political campaigns , Kentucky , Grimes, Alison Lundergan , McConnell, Mitch",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=For+McConnell+to+Lead+Senate%2C+a+Winding+Trail%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2014-10-31&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Horowitz%2C+Jason&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Europe's Ambitious Climate Goal: [Editorial],"  Nor did they offer a plan to strengthen the union's pioneering emissions trading program, which uses a system of permits to force power plants, steel mills and other industries to lower emissions of carbon dioxide, the main greenhouse gas.",1617664433,Newspapers,The Editorial Board, NYTIAO," United Nations--UN
928120 , European Union
926110
928120"," Copyright New York Times Company Oct 29, 2014", Editorial," Oct 29, 2014",0362-4331, English, English, A.28," New York, N.Y.","Oct 29, 2014",New York Times,2014,https://search.proquest.com/docview/1617664433?accountid=14902, A.28," Emissions , Climate change , Greenhouse effect , Energy policy , Greenhouse gases , Editorials , Europe",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Europe%27s+Ambitious+Climate+Goal%3A+%5BEditorial%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2014-10-29&amp;volume=&amp;issue=&amp;spage=A.28&amp;au=The+Editorial+Board&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Trying to Raise Profile of Climate Change for Washington Voters: [National Desk],"  Governor Inslee, a former congressman and a longtime advocate for strong measures to fight global warming, issued an executive order this year directing the state to work with utilities in reducing the use of electricity produced by coal, and to increase the use of alternative fuels in the state government's fleet of vehicles.",1616946969,Newspapers,"Johnson, Kirk", NYTIAO," General Electric Co
332510
334290
334512
334519 , Duke Energy Corp
221122 , Republican State Leadership Committee
813940 , Senate-California
921120 , Wal-Mart Stores Inc"," Copyright New York Times Company Oct 28, 2014", News," Oct 28, 2014",0362-4331, English, English, A.21," New York, N.Y.","Oct 28, 2014",New York Times,2014,https://search.proquest.com/docview/1616946969?accountid=14902, A.21," Climate change , International relations , Environmental tax , Campaign expenditures , California , Steyer, Tom , Inslee, Jay",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Trying+to+Raise+Profile+of+Climate+Change+for+Washington+Voters%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2014-10-28&amp;volume=&amp;issue=&amp;spage=A.21&amp;au=Johnson%2C+Kirk&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
E.U. Greenhouse Gas Deal Falls Short of Expectations: [Foreign Desk],"  The global effort poses significant problems for President Obama: While he has pushed for domestic carbon pollution cuts and for a global climate deal, there is almost no chance that the current Senate will vote to ratify a climate change treaty, and there may be even less chance after the midterm elections, should Republicans gain the Senate majority.",1615994153,Newspapers,"Kanter, James", NYTIAO," European Union
926110
928120 , United Nations--UN
928120"," Copyright New York Times Company Oct 25, 2014", News," Oct 25, 2014",0362-4331, English, English, A.11," New York, N.Y.","Oct 25, 2014",New York Times,2014,https://search.proquest.com/docview/1615994153?accountid=14902, A.11," Emissions , Climate change , Carbon , Pollution , Coal , Europe , United Kingdom--UK , Hedegaard, Connie , Merkel, Angela",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=E.U.+Greenhouse+Gas+Deal+Falls+Short+of+Expectations%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2014-10-25&amp;volume=&amp;issue=&amp;spage=A.11&amp;au=Kanter%2C+James&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
The Listings: Theater: [Schedule],"  [...]Stage Theater, 305 West 43rd Street, Clinton, 212-246-4422, 2st.com. (Soloski) 'Punk Rock' (previews start on Wednesday; opens on Nov. 17) The British playwright Simon Stephens (""The Curious Incident of the Dog in the Night-Time"") and the director Trip Cullman set a tale of youthful cruelty to a stripped down, sped up beat.",1615703523,Newspapers,, NYTIAO,," Copyright New York Times Company Oct 24, 2014", Schedule," Oct 24, 2014",0362-4331, English, English, C.19," New York, N.Y.","Oct 24, 2014",New York Times,2014,https://search.proquest.com/docview/1615703523?accountid=14902, C.19," Theater directors & producers , Dramatists , Plimpton, Martha , Hoggett, Steven , Albee, Edward , Mosley, Walter , Close, Glenn , Lithgow, John",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=The+Listings%3A+Theater%3A+%5BSchedule%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2014-10-24&amp;volume=&amp;issue=&amp;spage=C.19&amp;au=&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Bloc Reaches Deal to Cut Emissions of Greenhouse Gases by 40 Percent: [Foreign Desk],  Policy makers here frequently highlight how their industries and citizens emit lower levels of greenhouse gases like carbon dioxide than those of the United States and other industrialized countries.,1615673523,Newspapers,"Kanter, James", NYTIAO," Twitter Inc
519130 , European Union
926110
928120 , United Nations--UN
928120 , European Council
928120"," Copyright New York Times Company Oct 24, 2014", NEWSPAPER," Oct 24, 2014",0362-4331, English, English, A.13," New York, N.Y.","Oct 24, 2014",New York Times,2014,https://search.proquest.com/docview/1615673523?accountid=14902, A.13," Environmental policy , Sovereign debt , Global warming , Emissions , Russia , Europe , United States--US , Van Rompuy, Herman , Merkel, Angela",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Bloc+Reaches+Deal+to+Cut+Emissions+of+Greenhouse+Gases+by+40+Percent%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2014-10-24&amp;volume=&amp;issue=&amp;spage=A.13&amp;au=Kanter%2C+James&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Environment Is Grabbing Big Role in Ads for Campaigns: [National Desk],"  Ads mentioning energy, climate change and the environment -- over 125,000 spots and climbing on the Senate side -- have surged to record levels during the 2014 midterm election cycle, reflecting the priorities of some of the nation's wealthiest donors, with Democrats now pouring millions into campaigns to match Republicans, according to an analysis by Kantar Media/CMAG, which tracks political advertising.",1614570864,Newspapers,"Davenport, Coral;Parker, Ashley", NYTIAO,," Copyright New York Times Company Oct 22, 2014", News," Oct 22, 2014",0362-4331, English, English, A.12," New York, N.Y.","Oct 22, 2014",New York Times,2014,https://search.proquest.com/docview/1614570864?accountid=14902, A.12," Environmental protection , Climate change , Congressional elections , Political advertising , Political campaigns , United States--US , Land, Terri Lynn , McConnell, Mitch",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Environment+Is+Grabbing+Big+Role+in+Ads+for+Campaigns%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2014-10-22&amp;volume=&amp;issue=&amp;spage=A.12&amp;au=Davenport%2C+Coral%3BParker%2C+Ashley&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
A Retreat From Weather Disasters: [Business/Financial Desk],"  In the first report of this kind, Ceres ranked the preparedness for climate change of the 330 largest insurance firms doing business in the United States, representing about 87 percent of the property and casualty, health and life insurance market. Using insurers' responses last year to a climate risk survey developed by the National Association of Insurance Commissioners, Ceres ranked their performance on half a dozen indicators, from how climate change figured in risk-management systems and governance to whether they took into account climate-related risks to their investment portfolios.",1614570452,Newspapers,"Porter, Eduardo", NYTIAO,," Copyright New York Times Company Oct 22, 2014", News," Oct 22, 2014",0362-4331, English, English, B.1," New York, N.Y.","Oct 22, 2014",New York Times,2014,https://search.proquest.com/docview/1614570452?accountid=14902, B.1," Insurance industry , Weather , Property & casualty insurance , United States--US",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=A+Retreat+From+Weather+Disasters%3A+%5BBusiness%2FFinancial+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2014-10-22&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Porter%2C+Eduardo&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"In Tennessee, Time Comes for a Nuclear Plant Four Decades in the Making: [National Desk]","  When the Tennessee Valley Authority first ordered Watts Bar 2, the nuclear reactor now approaching completion here, demand for electricity was growing at 7 percent a year and coal supplies were uncertain. [...]there is barely any growth in electricity demand, and plenty of coal, but most aging coal-burning plants need expensive cleaning or replacement. [...]the reactor, the T.V.A. reasons, is arriving at an opportune moment, even if almost every projection made over the last 44 years has proved wrong.",1613905747,Newspapers,"Wald, Matthew L", NYTIAO," Tennessee Valley Authority--TVA
221111
221121
221122"," Copyright New York Times Company Oct 20, 2014", News," Oct 20, 2014",0362-4331, English, English, A.14," New York, N.Y.","Oct 20, 2014",New York Times,2014,https://search.proquest.com/docview/1613905747?accountid=14902, A.14," Nuclear power plants , Nuclear reactors , Energy policy , Building construction , Spring City Tennessee , Alexander, Lamar",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=In+Tennessee%2C+Time+Comes+for+a+Nuclear+Plant+Four+Decades+in+the+Making%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2014-10-20&amp;volume=&amp;issue=&amp;spage=A.14&amp;au=Wald%2C+Matthew+L&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Republicans to Investigate Environmental Group's Influence on Carbon Rule: [National Desk],"  Republicans say the most vivid example of a cozy relationship is an email exchange between Ms. McCarthy and David Doniger, a lawyer for the environmental group, celebrating legal maneuvering that provided Mr. Obama with something both the E.P.A. and the environmental group wanted: a court-ordered deadline for release of a 2012 E.P.A. regulation curbing greenhouse gas emissions on future power plants -- a precursor to Mr. Obama's announcement in June.",1609901749,Newspapers,"Davenport, Coral", NYTIAO," Natural Resources Defense Council
813312 , House of Representatives-Oversight & Government Reform, Committee on
921120 , Environmental Protection Agency--EPA
924110"," Copyright New York Times Company Oct 11, 2014", News," Oct 11, 2014",0362-4331, English, English, A.17," New York, N.Y.","Oct 11, 2014",New York Times,2014,https://search.proquest.com/docview/1609901749?accountid=14902, A.17," Climate change , Natural resources , Environmental protection , Industrial plant emissions , Regulation , Coal-fired power plants , Congressional investigations",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Republicans+to+Investigate+Environmental+Group%27s+Influence+on+Carbon+Rule%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2014-10-11&amp;volume=&amp;issue=&amp;spage=A.17&amp;au=Davenport%2C+Coral&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
U.S. Opposing China's Answer to World Bank: [Foreign Desk],"  The United States Treasury Department has criticized the bank as a deliberate effort to undercut the World Bank and the Asian Development Bank, international financial institutions established after World War II that are dominated by the United States and Japan, senior South Korean and Australian officials said.",1609438990,Newspapers,"Perlez, Jane", NYTIAO," Asian Development Bank
522110
523120
928120 , International Bank for Reconstruction & Development--World Bank
928120"," Copyright New York Times Company Oct 10, 2014", News," Oct 10, 2014",0362-4331, English, English, A.1," New York, N.Y.","Oct 10, 2014",New York Times,2014,https://search.proquest.com/docview/1609438990?accountid=14902, A.1," Development banks , International relations-US , China , United States--US , Xi Jinping",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=U.S.+Opposing+China%27s+Answer+to+World+Bank%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2014-10-10&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Perlez%2C+Jane&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
The Problem With Energy Efficiency: [Op-Ed],"  ON Tuesday, the Royal Swedish Academy of Sciences awarded the 2014 Nobel Prize in Physics to three researchers whose work contributed to the development of a radically more efficient form of lighting known as light-emitting diodes, or LEDs.",1609245239,Newspapers,"Shellenberger, Michael;Nordhaus, Ted", NYTIAO," Royal Swedish Academy of Sciences
541711"," Copyright New York Times Company Oct 9, 2014", Commentary," Oct 9, 2014",0362-4331, English, English, A.35," New York, N.Y.","Oct 9, 2014",New York Times,2014,https://search.proquest.com/docview/1609245239?accountid=14902, A.35," Light emitting diodes , Energy management , Nobel prizes , Energy consumption , Energy policy , Physics",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=The+Problem+With+Energy+Efficiency%3A+%5BOp-Ed%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2014-10-09&amp;volume=&amp;issue=&amp;spage=A.35&amp;au=Shellenberger%2C+Michael%3BNordhaus%2C+Ted&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
E.U. Approves British Plan for Nuclear Power Plant: [Business/Financial Desk],"  [...]Germany is easing out of the nuclear power business, forcing utilities to rely more on highly polluting coal to generate the kind of steady flows of electricity that cannot yet be supplied by renewable energy sources like solar and wind.",1609244767,Newspapers,"Reed, Stanley", NYTIAO," European Union
926110
928120"," Copyright New York Times Company Oct 9, 2014", News," Oct 9, 2014",0362-4331, English, English, B.5," New York, N.Y.","Oct 9, 2014",New York Times,2014,https://search.proquest.com/docview/1609244767?accountid=14902, B.5," Nuclear power plants , Energy policy , Electric utilities , Nuclear energy , Costs , Coal-fired power plants , United Kingdom--UK",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=E.U.+Approves+British+Plan+for+Nuclear+Power+Plant%3A+%5BBusiness%2FFinancial+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2014-10-09&amp;volume=&amp;issue=&amp;spage=B.5&amp;au=Reed%2C+Stanley&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Oil's Comeback Gives U.S. Global Leverage: [Energy],"  ""The rapid rise in U.S. oil and gas production, together with the decline in oil consumption and the elevation of climate change as a priority, is completely scrambling the way policy makers think about energy diplomacy,"" said Michael A. Levi, a senior fellow at the Council on Foreign Relations.",1609033765,Newspapers,"Wallis, David", NYTIAO," Petroleos Mexicanos
211111 , Council on Foreign Relations
541720
813910"," Copyright New York Times Company Oct 8, 2014", Feature," Oct 8, 2014",0362-4331, English, English, F.7," New York, N.Y.","Oct 8, 2014",New York Times,2014,https://search.proquest.com/docview/1609033765?accountid=14902, F.7," Petroleum industry , Energy policy , International relations-US , Natural gas , Diplomacy , Series & special reports , China , United States--US , Latin America",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Oil%27s+Comeback+Gives+U.S.+Global+Leverage%3A+%5BEnergy%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2014-10-08&amp;volume=&amp;issue=&amp;spage=F.7&amp;au=Wallis%2C+David&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
