Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,subjects,subjectTerms,FindACopy,Database
Trump's Energy Progress,  [...]expected are double-digit increases in the price of electricity -- and a less reliable power grid.,1881641204,Newspapers,Anonymous,," Congress
921120 , Environmental Protection Agency--EPA
924110 , Southern Methodist University
611310 , Rice University
611310"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," Opinions , Editorial"," Mar 29, 2017",0099-9660, English,, A.18," New York, N.Y.","Mar 29, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1881641204?accountid=14902, A.18,," Electric utilities , Carbon , Industrial plant emissions , Electricity distribution , Emissions , Climate change , Coal-fired power plants , Energy industry , Executive orders , Editorials , United States--US , Obama, Barack",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Trump%27s+Energy+Progress&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-03-29&amp;volume=&amp;issue=&amp;spage=A.18&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Trump's Next Step on Climate Change,"  The executive orders on climate change President Trump signed this week represent a step in the right direction for U.S. energy policy and, importantly, deliver on Mr. Trump's campaign promise to roll back burdensome regulations affecting American companies. But it will take more than the stroke of a pen to make lasting progress and reverse the momentum of the climate-change movement. On Tuesday, in a series of orders, Trump instructed the Environmental Protection Agency to rework its Clean Power Plan, which would restrict carbon emissions from existing power plants, mainly coal-fired ones. Last year the U.S. Supreme Court stayed enforcement of the CPP pending judicial review.",1881639610,Newspapers,"Tice, Paul H",," Intergovernmental Panel on Climate Change
928120
541712"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," Opinions , Editorial"," Mar 29, 2017",0099-9660, English,, A.19," New York, N.Y.","Mar 29, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1881639610?accountid=14902, A.19,," Climate change , Environmental policy , Editorials , United States--US , Trump, Donald J",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Trump%27s+Next+Step+on+Climate+Change&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-03-29&amp;volume=&amp;issue=&amp;spage=A.19&amp;au=Tice%2C+Paul+H&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
U.S. News: Trump Moves To Roll Back Obama Policy On Climate,"  Officials will also pull back August 2016 guidance from the Council on Environmental Quality on climate change and official estimates of the social cost of carbon, methane and nitrous oxide and rescind a temporary ban on new coal leases on federal lands that Mr. Obama's Interior Department issued in early 2016.",1881385458,Newspapers,"Radnofsky, Louise;Harder, Amy",," Council on Environmental Quality
926130"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Mar 28, 2017",0099-9660, English, English, A.3," New York, N.Y.","Mar 28, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1881385458?accountid=14902, A.3,," Executive orders , Climate change , Environmental policy , United States--US , Trump, Donald J",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+Trump+Moves+To+Roll+Back+Obama+Policy+On+Climate&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-03-28&amp;volume=&amp;issue=&amp;spage=A.3&amp;au=Radnofsky%2C+Louise%3BHarder%2C+Amy&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Main Street: Donald Trump's Abolitionist Cabinet,"  In the same vein New York's Democratic attorney general, Eric Schneiderman, attacked Scott Pruitt, Mr. Trump's nominee to lead the Environmental Protection Agency, as ""a dangerous and unqualified choice."" In George Washington's day, the president got by with four cabinet members: secretary of state, secretary of the Treasury, secretary of war and attorney general.",1867821220,Newspapers,"McGurn, William",," Environmental Protection Agency--EPA
924110 , Department of Education
923110 , Department of Housing & Urban Development--HUD
925110"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," Opinions , Commentary"," Feb 14, 2017",0099-9660, English,, A.15," New York, N.Y.","Feb 14, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1867821220?accountid=14902, A.15,," Cabinet , Government agencies , DeVos, Betsy , Carson, Ben , Puzder, Andrew F , Pruitt, Scott , Trump, Donald J",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Main+Street%3A+Donald+Trump%27s+Abolitionist+Cabinet&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-02-14&amp;volume=&amp;issue=&amp;spage=A.15&amp;au=McGurn%2C+William&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Can We Trust Congress With a Carbon Tax?,"  Australia tried a carbon tax and then repealed it after rising energy costs hurt consumers, devastated the coal industry, killed jobs and contributed to a sluggish economy.",1867811254,Newspapers,Anonymous,," Congress
921120"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Feb 14, 2017",0099-9660, English, English, A.16," New York, N.Y.","Feb 14, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1867811254?accountid=14902, A.16,," Carbon , Taxes , Climate change , Environmental tax",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Can+We+Trust+Congress+With+a+Carbon+Tax%3F&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-02-14&amp;volume=&amp;issue=&amp;spage=A.16&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
A 'Green Leap Forward' in China? What a Load of Biomass,"  In the regions of the U.S. where curtailment occurs, wind farms only have to turn off around 4% of the time, according to a 2014 National Renewable Energy Laboratory study. The next-biggest renewable energy source after biomass is neither solar nor wind but hydropower, electricity produced by the energy from water.",1864014183,Newspapers,"Lomborg, Bjorn",,," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," Opinions , Commentary"," Feb 3, 2017",0099-9660, English,, A.17," New York, N.Y.","Feb 3, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1864014183?accountid=14902, A.17,," Wind power , Renewable resources , Environmental protection , China , Xi Jinping",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=A+%27Green+Leap+Forward%27+in+China%3F+What+a+Load+of+Biomass&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-02-03&amp;volume=&amp;issue=&amp;spage=A.17&amp;au=Lomborg%2C+Bjorn&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
The 45th President: On Trump's Agenda: Major Policy Shifts,"  Mr. Trump's nomination for the Supreme Court comes after Republicans stymied President Barack Obama's March 2016 nomination of Merrick Garland, chief judge of the U.S. Court of Appeals for the District of Columbia Circuit.",1860269428,Newspapers,Anonymous,,," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Jan 21, 2017",0099-9660, English, English, A.7," New York, N.Y.","Jan 21, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1860269428?accountid=14902, A.7,," Policy making , International relations-US , Trump, Donald J",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=The+45th+President%3A+On+Trump%27s+Agenda%3A+Major+Policy+Shifts&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-01-21&amp;volume=&amp;issue=&amp;spage=A.7&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Keeping Cool About Hot Temperatures,"  The Cato Institute's Patrick Michaels has detailed in these pages how in 1998, another big El Nino year, average surface temperatures increased about a quarter-degree Fahrenheit and then dropped in the following years.",1860026101,Newspapers,Anonymous,," National Oceanic & Atmospheric Administration--NOAA
924120"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," Opinions , Editorial"," Jan 20, 2017",0099-9660, English,, A.18," New York, N.Y.","Jan 20, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1860026101?accountid=14902, A.18,," Climate change , Economic growth , Temperature , Ocean currents , Greenhouse effect , Editorials",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Keeping+Cool+About+Hot+Temperatures&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-01-20&amp;volume=&amp;issue=&amp;spage=A.18&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"Trump's Nominees Stick to His Script --- In hearings, picks for Commerce, EPA and health care push to reverse Obama policies","  Some GOP senators took a more cautious tone during the confirmation hearing of Rep. Tom Price, a Georgia Republican nominated by Mr. Trump to lead the Department of Health and Human Services.",1859709137,Newspapers,"Reinhard, Beth",," Environmental Protection Agency--EPA
924110"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Jan 19, 2017",0099-9660, English,, A.1," New York, N.Y.","Jan 19, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1859709137?accountid=14902, A.1,," Hearings & confirmations , Political appointments , Cabinet , United States--US , Trump, Donald J",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Trump%27s+Nominees+Stick+to+His+Script+---+In+hearings%2C+picks+for+Commerce%2C+EPA+and+health+care+push+to+reverse+Obama+policies&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-01-19&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Reinhard%2C+Beth&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
U.S. News: Democrats Plan To Grill EPA Pick,"  Mr. Pruitt has said he would focus on repealing regulations issued by Mr. Obama's EPA, including a centerpiece climate regulation cutting carbon emissions from power plants and another rule bringing more bodies of water under federal jurisdiction.",1858835378,Newspapers,"Harder, Amy;Ballhaus, Rebecca",," Environmental Protection Agency--EPA
924110"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Jan 17, 2017",0099-9660, English, English, A.6," New York, N.Y.","Jan 17, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1858835378?accountid=14902, A.6,," Hearings & confirmations , Environmental policy , Political appointments , Pruitt, Scott",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+Democrats+Plan+To+Grill+EPA+Pick&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-01-17&amp;volume=&amp;issue=&amp;spage=A.6&amp;au=Harder%2C+Amy%3BBallhaus%2C+Rebecca&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Nuclear Power Sounds the Retreat --- Operators are closing facilities in the face of cheap natural gas and political criticism,"  The extraction technique has unlocked vast amounts of natural gas, making generating electricity from that fuel much less expensive and lowering power prices across the U.S. Entergy cited competition from natural gas as a key factor in the closure of Indian Point on Monday, disclosing that it will recognize a $2.4 billion pretax impairment charge in connection with the plant's closure.",1856826800,Newspapers,"Gold, Russell;Sweet, Cassandra",," Dominion Resources Inc
221210 , PG & E Corp
551112
221122 , Entergy Corp
221122
551112"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Jan 10, 2017",0099-9660, English, English, B.1," New York, N.Y.","Jan 10, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1856826800?accountid=14902, B.1,," Natural gas utilities , Electric utilities , Nuclear power plants , Shutdowns",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Nuclear+Power+Sounds+the+Retreat+---+Operators+are+closing+facilities+in+the+face+of+cheap+natural+gas+and+political+criticism&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-01-10&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Gold%2C+Russell%3BSweet%2C+Cassandra&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Main Street: The Luck of the Donald,"  On everything from the nuclear deal with Iran and the Paris agreement on climate change to fossil fuels, immigration and transgender bathrooms, the administration has relied principally on executive authority to impose the Obama agenda. The answer is you'd have America abstain from a U.N. Security Council resolution condemning the Jewish state -- and then have the secretary of state give a speech like the one he just delivered knocking the coalition government of Benjamin Netanyahu as the ""most right-wing in Israeli history.""",1854727422,Newspapers,"McGurn, William",,," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," Opinions , Commentary"," Jan 3, 2017",0099-9660, English,, A.15," New York, N.Y.","Jan 3, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1854727422?accountid=14902, A.15,," Presidency , Political leadership , Israel , Trump, Donald J",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Main+Street%3A+The+Luck+of+the+Donald&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-01-03&amp;volume=&amp;issue=&amp;spage=A.15&amp;au=McGurn%2C+William&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Climateers Can't Handle the Truth,"  Exxon, not voters who oppose higher energy taxes; Exxon, not the governments that control 80% of the world's fossil fuel reserves and show no tendency to forgo the money available from them.",1853264232,Newspapers,"Jenkins, Holman W, Jr",, Environmental Protection Agency--EPA," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", Commentary," Dec 28, 2016",0099-9660, English, English, A.13," New York, N.Y.","Dec 28, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1853264232?accountid=14902, A.13,," Fossil fuels , Science , Climate change , Pruitt, Scott",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Climateers+Can%27t+Handle+the+Truth&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-12-28&amp;volume=&amp;issue=&amp;spage=A.13&amp;au=Jenkins%2C+Holman+W%2C+Jr&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Business News: Oil Producers Turn to Wind --- European energy firms take on offshore projects; a way to diversify experience,"  Offshore wind's competitiveness is highly subject to local power prices and government measures, including tax credits, subsidies and rate guarantees.",1852917491,Newspapers,"Turner, Zeke;Kent, Sarah",," Statoil ASA
324110
211111 , Total SA
447190
324110
211111 , DONG Energy AS
211111
221122
221210
486110 , Royal Dutch Shell PLC
324110
213112
221210"," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Dec 27, 2016",0099-9660, English, English, B.3," New York, N.Y.","Dec 27, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1852917491?accountid=14902, B.3,," Offshore , Wind farms , Alternative energy , Netherlands , Baltic Sea , North Sea",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Business+News%3A+Oil+Producers+Turn+to+Wind+---+European+energy+firms+take+on+offshore+projects%3B+a+way+to+diversify+experience&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-12-27&amp;volume=&amp;issue=&amp;spage=B.3&amp;au=Turner%2C+Zeke%3BKent%2C+Sarah&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Obama's Midnight Express,  Since the election Mr. Obama has broken with all precedent by issuing rules that would be astonishing at any moment and are downright obnoxious at this point.,1851577541,Newspapers,"Strassel, Kimberley A",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", Commentary," Dec 23, 2016",0099-9660, English, English, A.13," New York, N.Y.","Dec 23, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1851577541?accountid=14902, A.13,," Federal regulation , Obama, Barack",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Obama%27s+Midnight+Express&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-12-23&amp;volume=&amp;issue=&amp;spage=A.13&amp;au=Strassel%2C+Kimberley+A&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Upward Mobility: The Media Still Don't Get Trump,"  Oklahoma Attorney General Scott Pruitt, the president-elect's choice to head the Environmental Protection Agency, is branded a climate-change ""denier"" for writing that scientists ""continue to disagree about the degree and extent of global warming and its connection to the actions of mankind.""",1848395532,Newspapers,"Riley, Jason L",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", Commentary," Dec 14, 2016",0099-9660, English, English, A.21," New York, N.Y.","Dec 14, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1848395532?accountid=14902, A.21,," Political appointments , News media , Trump, Donald J",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Upward+Mobility%3A+The+Media+Still+Don%27t+Get+Trump&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-12-14&amp;volume=&amp;issue=&amp;spage=A.21&amp;au=Riley%2C+Jason+L&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
World News: World Watch,"  Mayumi Negishi --- CANADA Climate Pact Draws Widespread Support Canada's Liberal government and the bulk of provinces were set to endorse a pact late Friday to fight climate change, even as Prime Minister Justin Trudeau tries to revive the energy sector with the recent approval of two pipeline projects.",1847544671,Newspapers,Anonymous,," Society of Muslim Brothers
813110"," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Dec 10, 2016",0099-9660, English, English, A.8," New York, N.Y.","Dec 10, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1847544671?accountid=14902, A.8,," Climate change , Egypt , Cairo Egypt , Trudeau, Justin , Trump, Donald J",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=World+News%3A+World+Watch&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-12-10&amp;volume=&amp;issue=&amp;spage=A.8&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Companies Stay Course on Emissions,"  From Houston to Silicon Valley, executives in the oil, power, retail, transportation and technology industries said their companies were locked into a lower-emissions trajectory driven in part by market forces such as cheaper prices for natural gas and wind power.",1847412649,Newspapers,"Olson, Bradley;Sweet, Cassandra",," Environmental Protection Agency--EPA
924110"," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Dec 9, 2016",0099-9660, English, English, B.1," New York, N.Y.","Dec 9, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1847412649?accountid=14902, B.1,," Clean technology , Alternative energy , Political campaigns , Energy industry , Climate change , Emissions control , Trump, Donald J",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Companies+Stay+Course+on+Emissions&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-12-09&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Olson%2C+Bradley%3BSweet%2C+Cassandra&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Not So Risky Climate Business,"  What if an abrupt change in policy strands fossil-fuel resources in the ground, which in turn crashes oil companies and then the global economy? IHS consulting recently released a rebuttal to this ""carbon bubble"" babble, and the dismantling deserves more attention.",1847381044,Newspapers,Anonymous,," Financial Stability Board
813910"," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," Opinions , Editorial"," Dec 9, 2016",0099-9660, English,, A.16," New York, N.Y.","Dec 9, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1847381044?accountid=14902, A.16,," Oil reserves , Disclosure , Petroleum industry , Risk exposure , Securities markets , Editorials , Carney, Mark",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Not+So+Risky+Climate+Business&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-12-09&amp;volume=&amp;issue=&amp;spage=A.16&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
A Lawyer for a Lawless EPA,"  Think of the Clean Power Plan to put the coal industry out of business, the carbon endangerment rule, grabbing authority to call any pond or puddle a ""waterway,"" and so much more.",1846607121,Newspapers,Anonymous,," Republican Party
813940 , Environmental Protection Agency--EPA
924110"," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," Opinions , Editorial"," Dec 8, 2016",0099-9660, English,, A.16," New York, N.Y.","Dec 8, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1846607121?accountid=14902, A.16,," Climate change , Environmental policy , Energy policy , Federal regulation , Nominations , Editorials , Trump, Donald J , Pruitt, Scott",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=A+Lawyer+for+a+Lawless+EPA&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-12-08&amp;volume=&amp;issue=&amp;spage=A.16&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
U.S. News: Trump Meets With Gore On Climate,"  President-elect Donald Trump's children are urging him to seize on environmental conservation as a potentially defining issue for his administration, according to two people familiar with the discussions, an effort that could clash with Mr. Trump's aim of boosting energy production from fossil fuels and his opposition to many federal regulations.",1845923289,Newspapers,"Bender, Michael C;Harder, Amy",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Dec 6, 2016",0099-9660, English, English, A.4," New York, N.Y.","Dec 6, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1845923289?accountid=14902, A.4,," Environmental protection , Trump, Donald J , Gore, Albert Jr",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+Trump+Meets+With+Gore+On+Climate&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-12-06&amp;volume=&amp;issue=&amp;spage=A.4&amp;au=Bender%2C+Michael+C%3BHarder%2C+Amy&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
