Title,abstract,StoreId,ArticleType,Authors,coden,companies,copyright,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,subjectTerms,subjects,FindACopy,Database
Clean Energy Can Drive a Fund's Growth: [Money and Business/Financial Desk],,2119109762,Newspapers,"Gray, Tim",," New Alternatives Fund
525120 , International Energy Agency
541720
926130
928120 , Rocky Mountain Institute
541711 , Facebook Inc
518210
519130 , Berkshire Hathaway Inc
335210
442210
445292
511110
511130
524126 , New York Times Co
511110
511120
515112
515120 , United Nations--UN
928120 , NextEra Energy Resources LLC
221122
551112 , Standard & Poors Corp
511120
523999
541519
561450"," Copyright New York Times Company Oct 14, 2018", News," Oct 14, 2018",0362-4331, English, English, BU.15," New York, N.Y.","Oct 14, 2018",New York Times,2018,https://search.proquest.com/docview/2119109762?accountid=14902, BU.15," Payback periods , Mutual funds , Clean technology , Emissions , Charitable foundations , Energy shortages , Energy industry , Industrial plant emissions , Climate change , Natural gas , Institutional investments , Wind power , Solar energy , Energy efficiency , Pension funds , Coal-fired power plants , Alternative energy sources , Stock exchanges , Long Island New York , Colorado , Robo, James L , United States--US , New York , China",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Clean+Energy+Can+Drive+a+Fund%27s+Growth%3A+%5BMoney+and+Business%2FFinancial+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-10-14&amp;volume=&amp;issue=&amp;spage=BU.15&amp;au=Gray%2C+Tim&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Why Germany Remains Addicted to Coal 15 Years After Pledge to Dial Back: [Foreign Desk],,2117671695,Newspapers,"Eddy, Melissa",," New York Times Co
511110
511120
515112
515120 , Alternative for Germany
813940 , United Nations--UN
928120 , Friends of the Earth
813312 , Democratic Party
813940 , Greenpeace
813312
813940 , International Energy Agency
541720
926130
928120"," Copyright New York Times Company Oct 11, 2018", News," Oct 11, 2018",0362-4331, English, English, A.6," New York, N.Y.","Oct 11, 2018",New York Times,2018,https://search.proquest.com/docview/2117671695?accountid=14902, A.6," Mines , Emissions , Electricity distribution , Coal mining , Coal-fired power plants , Alternative energy sources , Energy resources , Leadership , Energy industry , Industrial plant emissions , Employment , Climate change , Spain , New York , Germany , East Germany , Merkel, Angela , Poland",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Why+Germany+Remains+Addicted+to+Coal+15+Years+After+Pledge+to+Dial+Back%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-10-11&amp;volume=&amp;issue=&amp;spage=A.6&amp;au=Eddy%2C+Melissa&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"'A Deafening, Piercing Smoke Alarm': [Editorial]",,2117291301,Newspapers,,," United Nations--UN
928120 , Intergovernmental Panel on Climate Change
541712
928120"," Copyright New York Times Company Oct 10, 2018", Editorial," Oct 10, 2018",0362-4331, English, English, A.20," New York, N.Y.","Oct 10, 2018",New York Times,2018,https://search.proquest.com/docview/2117291301?accountid=14902, A.20," Editorials , Pollution control , Greenhouse gases , Paris Agreement , Environmental policy , Emissions , Energy policy , Greenhouse effect , Climate change , Trump, Donald J , United States--US",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=%27A+Deafening%2C+Piercing+Smoke+Alarm%27%3A+%5BEditorial%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-10-10&amp;volume=&amp;issue=&amp;spage=A.20&amp;au=&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Projection On Climate Is Ominous. Now What?: [Foreign Desk],,2117290600,Newspapers,"Sengupta, Somini",," International Energy Agency
541720
926130
928120 , United Nations--UN
928120 , Twitter Inc
519130 , World Resources Institute
813910 , European Union
926110
928120 , Intergovernmental Panel on Climate Change
541712
928120"," Copyright New York Times Company Oct 10, 2018", News," Oct 10, 2018",0362-4331, English, English, A.8," New York, N.Y.","Oct 10, 2018",New York Times,2018,https://search.proquest.com/docview/2117290600?accountid=14902, A.8," Scientists , Political activism , Emissions , Environmental tax , Greenhouse effect , Climate change , Greenhouse gases , Carbon , Social networks , Paris Agreement , Coal , Trump, Donald J , Russia , Canada , Marshall Islands , Australia , Brazil , Poland , France , United States--US , Trudeau, Justin , China , Bolsonaro, Jair , Macron, Emmanuel",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Projection+On+Climate+Is+Ominous.+Now+What%3F%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-10-10&amp;volume=&amp;issue=&amp;spage=A.8&amp;au=Sengupta%2C+Somini&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Climate Warning Hits Silent Wall On Trump's Desk: [Foreign Desk],,2117046802,Newspapers,"Landler, Mark;Davenport, Coral",," United Nations--UN
928120 , Congress
921120 , Intergovernmental Panel on Climate Change
541712
928120"," Copyright New York Times Company Oct 9, 2018", News," Oct 9, 2018",0362-4331, English, English, A.1," New York, N.Y.","Oct 9, 2018",New York Times,2018,https://search.proquest.com/docview/2117046802?accountid=14902, A.1," Emissions , Greenhouse effect , Climate change , Global warming , Environmental protection , Environmental policy , Political leadership , United States--US , Trump, Donald J",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Climate+Warning+Hits+Silent+Wall+On+Trump%27s+Desk%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-10-09&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Landler%2C+Mark%3BDavenport%2C+Coral&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Stopping Climate Change Is Hopeless. Let's Do It.: [Op-Ed],,2116780481,Newspapers,"Schendler, Auden;Jones, Andrew P",," Intergovernmental Panel on Climate Change
541712
928120"," Copyright New York Times Company Oct 7, 2018"," Opinions , Commentary"," Oct 7, 2018",0362-4331, English, English, SR.10," New York, N.Y.","Oct 7, 2018",New York Times,2018,https://search.proquest.com/docview/2116780481?accountid=14902, SR.10," Writers , Scientists , Emissions , Greenhouse effect , Climate change , Civilization , World War II , Civil rights , Global warming , Greenhouse gases , United States--US",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Stopping+Climate+Change+Is+Hopeless.+Let%27s+Do+It.%3A+%5BOp-Ed%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-10-07&amp;volume=&amp;issue=&amp;spage=SR.10&amp;au=Schendler%2C+Auden%3BJones%2C+Andrew+P&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Why Wilder Storms? It's a 'Loaded Dice' Problem: [Foreign Desk],,2116569064,Newspapers,"Sengupta, Somini",," New York Times Co
511110
511120
515112
515120 , United Nations--UN
928120 , Columbia University
611310 , Twitter Inc
519130 , University of Maryland
611310 , National Oceanic & Atmospheric Administration--NOAA
924120"," Copyright New York Times Company Oct 6, 2018", News," Oct 6, 2018",0362-4331, English, English, A.8," New York, N.Y.","Oct 6, 2018",New York Times,2018,https://search.proquest.com/docview/2116569064?accountid=14902, A.8," Fatalities , Floods , Storms , Rain , Bangladesh , Ganges River , United States--US , New York , India , Philippines , Germany , Peru , North Carolina , France , Atlantic Ocean , Japan , Mumbai India",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Why+Wilder+Storms%3F+It%27s+a+%27Loaded+Dice%27+Problem%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-10-06&amp;volume=&amp;issue=&amp;spage=A.8&amp;au=Sengupta%2C+Somini&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"Of Time, Tides And Trump: [Op-Ed]",,2109085640,Newspapers,"Collins, Gail",," Environmental Defense Fund
541720
813312 , Federal Emergency Management Agency
922190 , Department of Agriculture
926140 , Environmental Protection Agency--EPA
924110"," Copyright New York Times Company Sep 20, 2018", Commentary," Sep 20, 2018",0362-4331, English, English, A.23," New York, N.Y.","Sep 20, 2018",New York Times,2018,https://search.proquest.com/docview/2109085640?accountid=14902, A.23," Agriculture , Hurricanes , Flood insurance , Farms , Flood damage , Global warming , Hogs , Storm damage , Environmental protection , Climate change , Coasts , Trump, Donald J , United States--US , Wheeler, Andrew , Inhofe, James M , North Carolina , Long, Brock , Pruitt, Scott",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Of+Time%2C+Tides+And+Trump%3A+%5BOp-Ed%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-09-20&amp;volume=&amp;issue=&amp;spage=A.23&amp;au=Collins%2C+Gail&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Ice Yields Telling Bits Of History: [Science Desk],,2108074221,Newspapers,"Hoag, Hannah",," Harvard University
611310 , Facebook Inc
518210
519130 , University of Maine
611310"," Copyright New York Times Company Sep 18, 2018", News," Sep 18, 2018",0362-4331, English, English, D.1," New York, N.Y.","Sep 18, 2018",New York Times,2018,https://search.proquest.com/docview/2108074221?accountid=14902, D.1," Agriculture , Scientists , Glaciers , Corn , Archives & records , 14th century , Climate change , Ice , Pollen , Central Europe , Western Europe , Switzerland , Arctic region , Massachusetts , Monte Rosa , Scotland , Antarctica , Alps , Europe",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Ice+Yields+Telling+Bits+Of+History%3A+%5BScience+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-09-18&amp;volume=&amp;issue=&amp;spage=D.1&amp;au=Hoag%2C+Hannah&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Nature Roars. Washington Ignores.: [Editorial],,2104931921,Newspapers,,," Environmental Protection Agency--EPA
924110 , Environmental Defense Fund
541720
813312"," Copyright New York Times Company Sep 17, 2018", Editorial," Sep 17, 2018",0362-4331, English, English, A.20," New York, N.Y.","Sep 17, 2018",New York Times,2018,https://search.proquest.com/docview/2104931921?accountid=14902, A.20," Emissions , Environmental regulations , Methane , Energy resources , Environmental policy , Greenhouse effect , Climate change , Industrial plant emissions , Natural gas industry , Editorials , Hurricanes , Greenhouse gases , Petroleum industry , Power , Regulatory reform , Storms , Global warming , Coal-fired power plants , Alternative energy sources , Environmental protection , Paris Agreement , Rain , Trump, Donald J , Obama, Barack , United States--US , Bloomberg, Michael",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Nature+Roars.+Washington+Ignores.%3A+%5BEditorial%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-09-17&amp;volume=&amp;issue=&amp;spage=A.20&amp;au=&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
In Path of Wind and Surging Water Await an Array of Toxic Hazards: [National Desk],,2104062311,Newspapers,"Pierre-Louis, Kendra;Popovich, Nadja;Tabuchi, Hiroko",," Department of Health & Environmental Control-South Carolina
924110 , Environmental Protection Agency--EPA
924110 , Duke University
611310 , Energy Information Administration
926130 , Environmental Defense Fund
541720
813312 , New York Times Co
511110
511120
515112
515120 , Department of Environmental Quality-North Carolina
924110 , Duke Energy Corp
221122"," Copyright New York Times Company Sep 15, 2018", News," Sep 15, 2018",0362-4331, English, English, A.11," New York, N.Y.","Sep 15, 2018",New York Times,2018,https://search.proquest.com/docview/2104062311?accountid=14902, A.11," Floods , Environmental management , Hogs , Fly ash , Energy industry , Storms , Public health , Chemical industry , Environmental protection , Arsenic , Coal , South Carolina , Puerto Rico , New York , United States--US , Washington DC , North Carolina , Iowa",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=In+Path+of+Wind+and+Surging+Water+Await+an+Array+of+Toxic+Hazards%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-09-15&amp;volume=&amp;issue=&amp;spage=A.11&amp;au=Pierre-Louis%2C+Kendra%3BPopovich%2C+Nadja%3BTabuchi%2C+Hiroko&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
'Anonymous' Is Hiding in Plain Sight: [Op-Ed],,2102203763,Newspapers,"Friedman, Thomas L",," New York Times Co
511110
511120
515112
515120 , Republican Party
813940"," Copyright New York Times Company Sep 12, 2018", Commentary," Sep 12, 2018",0362-4331, English, English, A.25," New York, N.Y.","Sep 12, 2018",New York Times,2018,https://search.proquest.com/docview/2102203763?accountid=14902, A.25," Diabetes , Recessions , National debt , Budget deficits , Deregulation , Presidency , Carbon , Tax cuts , Political leadership , Taxes , Anonymity , Global warming , Energy efficiency , Presidents , Essays , Economic conditions , Climate change , Trump, Donald J , United States--US",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=%27Anonymous%27+Is+Hiding+in+Plain+Sight%3A+%5BOp-Ed%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-09-12&amp;volume=&amp;issue=&amp;spage=A.25&amp;au=Friedman%2C+Thomas+L&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Local Leaders Defied Trump on Climate Change. Can They Deliver?: [National Desk],,2102203076,Newspapers,"Plumer, Brad",," Walmart Inc
452112
452910
454111 , United Nations--UN
928120 , Twitter Inc
519130 , Google Inc
334310
519130"," Copyright New York Times Company Sep 12, 2018", News," Sep 12, 2018",0362-4331, English, English, A.18," New York, N.Y.","Sep 12, 2018",New York Times,2018,https://search.proquest.com/docview/2102203076?accountid=14902, A.18," Emissions , Presidents , Environmental policy , Industrial plant emissions , Climate change , Foreign policy , Global warming , Governors , Paris Agreement , Trump, Donald J , Maine , United Kingdom--UK , New Jersey , Puerto Rico , Australia , Florida , Xie Zhenhua , Inslee, Jay , San Francisco California , Europe , Atlanta Georgia , Obama, Barack , Texas , Mexico , New Mexico , United States--US , New York , Massachusetts , Ohio , British Columbia Canada , China , California , Clinton, Bill , Oregon",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Local+Leaders+Defied+Trump+on+Climate+Change.+Can+They+Deliver%3F%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-09-12&amp;volume=&amp;issue=&amp;spage=A.18&amp;au=Plumer%2C+Brad&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"Climate Crisis Is Near Point Of No Return, U.N. Warns: [Foreign Desk]",,2101735069,Newspapers,"Sengupta, Somini",," United Nations--UN
928120"," Copyright New York Times Company Sep 11, 2018", News," Sep 11, 2018",0362-4331, English, English, A.6," New York, N.Y.","Sep 11, 2018",New York Times,2018,https://search.proquest.com/docview/2101735069?accountid=14902, A.6," Global warming , International , Paris Agreement , Fossil fuels , Leadership , Emissions , Climate change , Industrial plant emissions",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Climate+Crisis+Is+Near+Point+Of+No+Return%2C+U.N.+Warns%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-09-11&amp;volume=&amp;issue=&amp;spage=A.6&amp;au=Sengupta%2C+Somini&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
White House Set To Weaken Rules Curbing Methane: [National Desk],,2101734284,Newspapers,"Davenport, Coral",," Environmental Protection Agency--EPA
924110 , Department of the Interior
924120"," Copyright New York Times Company Sep 11, 2018", News," Sep 11, 2018",0362-4331, English, English, A.1," New York, N.Y.","Sep 11, 2018",New York Times,2018,https://search.proquest.com/docview/2101734284?accountid=14902, A.1," Standards , Emissions , Environmentalists , Environmental regulations , Methane , Presidents , Proposals , Environmental policy , Energy industry , Climate change , Industrial plant emissions , Immigration , Regulation , Greenhouse gases , Gas industry , Carbon dioxide , Regulatory reform , Regulatory agencies , Coal-fired power plants , Environmental protection , Natural gas utilities , Trump, Donald J , Pruitt, Scott , United States--US , Wheeler, Andrew",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=White+House+Set+To+Weaken+Rules+Curbing+Methane%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-09-11&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Davenport%2C+Coral&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
E.P.A. Aims to Revalue Human Health in Its Review of Mercury Rules: [National Desk],,2101153146,Newspapers,"Davenport, Coral;Friedman, Lisa",," Duke Energy Corp
221122 , Environmental Protection Agency--EPA
924110"," Copyright New York Times Company Sep 10, 2018", News," Sep 10, 2018",0362-4331, English, English, A.15," New York, N.Y.","Sep 10, 2018",New York Times,2018,https://search.proquest.com/docview/2101153146?accountid=14902, A.15," Compliance , Regulation , Court decisions , Emissions , Cost control , Regulatory agencies , Electric utilities , Public health , Air pollution , Coal-fired power plants , Outdoor air quality , Mercury , Environmental protection , Industrial plant emissions , Mercury pollution , Trump, Donald J , Ohio",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=E.P.A.+Aims+to+Revalue+Human+Health+in+Its+Review+of+Mercury+Rules%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-09-10&amp;volume=&amp;issue=&amp;spage=A.15&amp;au=Davenport%2C+Coral%3BFriedman%2C+Lisa&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"Promised Billions for Climate Change, Poor Countries Are Still Waiting: [Foreign Desk]",,2101153024,Newspapers,"Ives, Mike",," Chulalongkorn University
611310 , Asian Development Bank
522110
523120
928120 , United Nations Development Programme
928120 , United Nations--UN
928120 , ActionAid
813311 , United Nations Framework Convention on Climate Change
928120"," Copyright New York Times Company Sep 10, 2018", News," Sep 10, 2018",0362-4331, English, English, A.10," New York, N.Y.","Sep 10, 2018",New York Times,2018,https://search.proquest.com/docview/2101153024?accountid=14902, A.10," Climate change , Coasts , Political campaigns , Developing countries--LDCs , Coal-fired power plants , Paris Agreement , Trump, Donald J , Thailand , United Kingdom--UK , Malaysia , Poland , France , Indonesia , Asia-Pacific region , Southeast Asia , United States--US , Bangkok Thailand , Vietnam , Clinton, Hillary Rodham",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Promised+Billions+for+Climate+Change%2C+Poor+Countries+Are+Still+Waiting%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-09-10&amp;volume=&amp;issue=&amp;spage=A.10&amp;au=Ives%2C+Mike&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Trailing Carbon Footprints Across Borders: [Business/Financial Desk],,2099775126,Newspapers,"Plumer, Brad",,," Copyright New York Times Company Sep 6, 2018", News," Sep 6, 2018",0362-4331, English, English, B.1," New York, N.Y.","Sep 6, 2018",New York Times,2018,https://search.proquest.com/docview/2099775126?accountid=14902, B.1," International trade , Outsourcing , Manufacturing , Greenhouse gases , Emissions , Environmentalists , Carbon dioxide , Consulting firms , Environmental tax , Developing countries--LDCs , Green buildings , Pollution control , Factories , Cement , Environmental policy , Climate change , United States--US , Europe",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Trailing+Carbon+Footprints+Across+Borders%3A+%5BBusiness%2FFinancial+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-09-06&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Plumer%2C+Brad&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"In California, Facts and Science Matter: [Editorial]",,2098937988,Newspapers,,," Natural Resources Agency-California
924110"," Copyright New York Times Company Sep 4, 2018", Editorial," Sep 4, 2018",0362-4331, English, English, A.20," New York, N.Y.","Sep 4, 2018",New York Times,2018,https://search.proquest.com/docview/2098937988?accountid=14902, A.20," Editorials , Science , Emissions , Carbon , Environmental regulations , Electric power , Air pollution , Energy efficiency , Presidents , Alternative energy sources , Renewable resources , Energy policy , Climate change , State laws , Industrial plant emissions , Trump, Donald J , United States--US , Southern California , California , Brown, Edmund G Jr (Jerry) , San Francisco California",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=In+California%2C+Facts+and+Science+Matter%3A+%5BEditorial%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-09-04&amp;volume=&amp;issue=&amp;spage=A.20&amp;au=&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
The Trump Vibe Spreads Down Under: [Commentary],,2098342151,Newspapers,"Dowd, Maureen",," Liberal Party-Australia
813940"," Copyright New York Times Company Sep 2, 2018", Commentary," Sep 2, 2018",0362-4331, English, English, SR.9," New York, N.Y.","Sep 2, 2018",New York Times,2018,https://search.proquest.com/docview/2098342151?accountid=14902, SR.9," Conservatism , Corruption in government , Politics , Political leadership , Political parties , Social networks , Political ethics , Scandals , Climate change , Prime ministers , Dutton, Peter , Trump, Donald J , Great Barrier Reef , Murdoch, Rupert , United States--US , Rudd, Kevin , Turnbull, Malcolm , Morrison, Kevin , Australia , Canberra Australian Capital Territory Australia",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=The+Trump+Vibe+Spreads+Down+Under%3A+%5BCommentary%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-09-02&amp;volume=&amp;issue=&amp;spage=SR.9&amp;au=Dowd%2C+Maureen&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
The Sunshine Statement: [Business/Financial Desk],,2097339204,Newspapers,"Penn, Ivan",," Sierra Club
813312 , Energy Information Administration
926130 , New York Times Co
511110
511120
515112
515120 , Orlando Utilities Commission
926130 , Electric Power Research Institute
541711"," Copyright New York Times Company Aug 31, 2018", News," Aug 31, 2018",0362-4331, English, English, B.1," New York, N.Y.","Aug 31, 2018",New York Times,2018,https://search.proquest.com/docview/2097339204?accountid=14902, B.1," Consumption , Electricity distribution , Emissions , Clean technology , Research & development--R&D , Climate change , Industrial plant emissions , Natural gas , Solar energy , Carbon , Electric power , Coal-fired power plants , Cities , Nonprofit organizations , Trump, Donald J , Chicago Illinois , Florida , New York , United States--US , California , Los Angeles California",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=The+Sunshine+Statement%3A+%5BBusiness%2FFinancial+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-08-31&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Penn%2C+Ivan&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
