Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,subjectTerms,subjects,FindACopy,Database
Shell CEO sees red lights on path to greener energy: Oil giant cites struggle of curbing emissions as demand grows,  [...]the 109-year-old oil giant sees itself becoming gradually greener.,1817630546,Newspapers,"Loveless, Bill",,, (Copyright (c) 2016 USA Today. All Rights Reserved.), News," Sep 8, 2016",0734-7456, English, English, B.4," McLean, Va.","Sep 8, 2016",USA TODAY,2016,https://search.proquest.com/docview/1817630546?accountid=14902, B.4," Carbon , Industrial plant emissions , Emissions , Climate change , Coal , Natural gas utilities , Norway",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anorthcentralnews&amp;atitle=Shell+CEO+sees+red+lights+on+path+to+greener+energy%3A+Oil+giant+cites+struggle+of+curbing+emissions+as+demand+grows&amp;title=USA+TODAY&amp;issn=07347456&amp;date=2016-09-08&amp;volume=&amp;issue=&amp;spage=B.4&amp;au=Loveless%2C+Bill&amp;isbn=&amp;jtitle=USA+TODAY&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Climate change fueled deadly rainstorm,"  Human-cased, heat-trapping greenhouses played a ""measurable"" role in the colossal rainfall totals, which were fueled by high humidity and a stalled storm system above the Gulf Coast, said Karin van der Wiel, a scientist from the National Oceanic and Atmospheric Administration (NOAA) and the report's lead author.",1817630514,Newspapers,"Rice, Doyle",," National Oceanic & Atmospheric Administration--NOAA
924120", (Copyright (c) 2016 USA Today. All Rights Reserved.), News," Sep 8, 2016",0734-7456, English, English, A.4," McLean, Va.","Sep 8, 2016",USA TODAY,2016,https://search.proquest.com/docview/1817630514?accountid=14902, A.4," Floods , Studies , Climate change , Louisiana",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anorthcentralnews&amp;atitle=Climate+change+fueled+deadly+rainstorm&amp;title=USA+TODAY&amp;issn=07347456&amp;date=2016-09-08&amp;volume=&amp;issue=&amp;spage=A.4&amp;au=Rice%2C+Doyle&amp;isbn=&amp;jtitle=USA+TODAY&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Demilitarize cops to protect protesters,"  Peaceful protest and civil disobedience have played a critical role in changing minds and policies in this country -- from shutting down bridges and freeways in the fight for civil rights to shutting down coal plants in the fight for our planet's future, from suffragettes marching in the streets for the right to vote to activists raising the alarm about AIDS awareness.",1814753963,Newspapers,"Allen, Lindsey;Leonard, Annie;Pica, Erich",,, (Copyright (c) 2016 USA Today. All Rights Reserved.), News," Aug 29, 2016",0734-7456, English, English, A.7," McLean, Va.","Aug 29, 2016",USA TODAY,2016,https://search.proquest.com/docview/1814753963?accountid=14902, A.7," Civil disobedience , Accountability , Demonstrations & protests , Climate change , Freedom of assembly",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anorthcentralnews&amp;atitle=Demilitarize+cops+to+protect+protesters&amp;title=USA+TODAY&amp;issn=07347456&amp;date=2016-08-29&amp;volume=&amp;issue=&amp;spage=A.7&amp;au=Allen%2C+Lindsey%3BLeonard%2C+Annie%3BPica%2C+Erich&amp;isbn=&amp;jtitle=USA+TODAY&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Trump not the only one fed up with regulations,"  International accords in the wake of the 2008 financial crisis as well as prescriptions in Dodd-Frank have led to the doubling and tripling of the amount of equity capital banks must hold as a buffer against losses, with riskier activities requiring more capital.",1810435115,Newspapers,"Delamaide, Darrell",,, (Copyright (c) 2016 USA Today. All Rights Reserved.), News," Aug 10, 2016",0734-7456, English,, B.2," McLean, Va.","Aug 10, 2016",USA TODAY,2016,https://search.proquest.com/docview/1810435115?accountid=14902, B.2," Regulation of financial institutions , Political campaigns , Presidential elections , Trump, Donald J",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anorthcentralnews&amp;atitle=Trump+not+the+only+one+fed+up+with+regulations&amp;title=USA+TODAY&amp;issn=07347456&amp;date=2016-08-10&amp;volume=&amp;issue=&amp;spage=B.2&amp;au=Delamaide%2C+Darrell&amp;isbn=&amp;jtitle=USA+TODAY&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"Clinton, Trump show stark contrast on climate change: Dem's warning of major crisis derided by GOP candidate as radical","  Clinton ""cares deeply about protecting public health and the environment,"" Sittenfeld said The gap between presidential candidates has grown since the 2008 election, when GOP nominee John McCain expressed concern about climate change, said Kevin Curtis, executive director of the Natural Resources Defense Council Action Fund. The libertarian Cato Institute calls the Democratic platform ""chock full of government actions that promise to initiate, broaden and extend the current set of rules, regulations and orders seeking to reduce our reliance on fossil fuels as our primary source of energy production.""",1808427005,Newspapers,"Zoroya, Gregg;Rice, Doyle",," Republican Party
813940 , Sierra Club
813312 , Environmental Protection Agency--EPA
924110", (Copyright (c) 2016 USA Today. All Rights Reserved.), News," Aug 3, 2016",0734-7456, English,, A.5," McLean, Va.","Aug 3, 2016",USA TODAY,2016,https://search.proquest.com/docview/1808427005?accountid=14902, A.5," Climate change , Presidential elections , Alternative energy sources , Nominations , Environmental protection , Global warming , Coal , United States--US , Trump, Donald J",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anorthcentralnews&amp;atitle=Clinton%2C+Trump+show+stark+contrast+on+climate+change%3A+Dem%27s+warning+of+major+crisis+derided+by+GOP+candidate+as+radical&amp;title=USA+TODAY&amp;issn=07347456&amp;date=2016-08-03&amp;volume=&amp;issue=&amp;spage=A.5&amp;au=Zoroya%2C+Gregg%3BRice%2C+Doyle&amp;isbn=&amp;jtitle=USA+TODAY&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"Heat is on, but the power grid is holding",  The retirement of coal and nuclear power plants in the USA over the past few years raised concerns that the electric power industry might fail to deliver when demand for power heightened -- such as during a blistering heat wave.,1807136821,Newspapers,"Loveless, Bill",,, (Copyright (c) 2016 USA Today. All Rights Reserved.), News," Jul 27, 2016",0734-7456, English, English, A.11," McLean, Va.","Jul 27, 2016",USA TODAY,2016,https://search.proquest.com/docview/1807136821?accountid=14902, A.11," Electricity distribution , Electric utilities , Nuclear power plants , Coal , Heat , West Virginia",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anorthcentralnews&amp;atitle=Heat+is+on%2C+but+the+power+grid+is+holding&amp;title=USA+TODAY&amp;issn=07347456&amp;date=2016-07-27&amp;volume=&amp;issue=&amp;spage=A.11&amp;au=Loveless%2C+Bill&amp;isbn=&amp;jtitle=USA+TODAY&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Trump's 'king of energy' gets shot on GOP stage,"  According to the international law firm Haynes and Boone, 85 operators in the U.S. and Canada have filed for bankruptcy since the beginning of 2015 and ""many more"" are likely to do so over the rest of the year.",1805600383,Newspapers,"Loveless, Bill",,, (Copyright (c) 2016 USA Today. All Rights Reserved.), News," Jul 20, 2016",0734-7456, English, English, B.2," McLean, Va.","Jul 20, 2016",USA TODAY,2016,https://search.proquest.com/docview/1805600383?accountid=14902, B.2," Climate change , Political conventions , Presidential elections , Candidates , Government aid , Petroleum production , United States--US",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anorthcentralnews&amp;atitle=Trump%27s+%27king+of+energy%27+gets+shot+on+GOP+stage&amp;title=USA+TODAY&amp;issn=07347456&amp;date=2016-07-20&amp;volume=&amp;issue=&amp;spage=B.2&amp;au=Loveless%2C+Bill&amp;isbn=&amp;jtitle=USA+TODAY&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Speech may detail Trump's take on energy: Candidate to speak to oil and gas producers in North Dakota,"  Though Cramer insists he hasn't drawn any conclusions, his work on the legislation demonstrates that he suspects efforts by Saudi Arabia and other OPEC members to protect their market share in the face of the prolonged oil-price slump, including pumping oil at record-high levels, are anti-competitive and warrant some sort of response from the U.S. government.",1790506695,Newspapers,"Loveless, Bill",,, (Copyright (c) 2016 USA Today. All Rights Reserved.), News," May 23, 2016",0734-7456, English, English, B.5," McLean, Va.","May 23, 2016",USA TODAY,2016,https://search.proquest.com/docview/1790506695?accountid=14902, B.5," Political campaigns , Natural gas , Endorsements , Competition , Bills , Saudi Arabia , North Dakota",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anorthcentralnews&amp;atitle=Speech+may+detail+Trump%27s+take+on+energy%3A+Candidate+to+speak+to+oil+and+gas+producers+in+North+Dakota&amp;title=USA+TODAY&amp;issn=07347456&amp;date=2016-05-23&amp;volume=&amp;issue=&amp;spage=B.5&amp;au=Loveless%2C+Bill&amp;isbn=&amp;jtitle=USA+TODAY&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Fracking presents profound danger,"  According to New York's Department of Environmental Conservation, no amount of regulation can safely guard against the dangers fracking poses to our land, water, air, natural resources and public health.",1781977198,Newspapers,"Sanders, Bernie",,, (Copyright (c) 2016 USA Today. All Rights Reserved.), News," Apr 19, 2016",0734-7456, English, English, A.7," McLean, Va.","Apr 19, 2016",USA TODAY,2016,https://search.proquest.com/docview/1781977198?accountid=14902, A.7," Fossil fuels , Water supply , Environmental protection , Drinking water , Climate change , Water shortages , Hydraulic fracturing , New York",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anorthcentralnews&amp;atitle=Fracking+presents+profound+danger&amp;title=USA+TODAY&amp;issn=07347456&amp;date=2016-04-19&amp;volume=&amp;issue=&amp;spage=A.7&amp;au=Sanders%2C+Bernie&amp;isbn=&amp;jtitle=USA+TODAY&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Climate activists' cry: 'Keep it in the ground': A push to limit extraction of fossil fuels gains traction,"  Critics of ""keep it in the ground"" say cutting back on drilling could cause energy prices to spike and would do nothing to limit demand for fossil fuels, which still generate two-thirds of the country's electricity.",1781638318,Newspapers,"Roth, Sammy;The Desert Sun",,, (Copyright (c) 2016 USA Today. All Rights Reserved.), News," Apr 18, 2016",0734-7456, English, English, A.5," McLean, Va.","Apr 18, 2016",USA TODAY,2016,https://search.proquest.com/docview/1781638318?accountid=14902, A.5," Fossil fuels , Climate change , Natural gas",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anorthcentralnews&amp;atitle=Climate+activists%27+cry%3A+%27Keep+it+in+the+ground%27%3A+A+push+to+limit+extraction+of+fossil+fuels+gains+traction&amp;title=USA+TODAY&amp;issn=07347456&amp;date=2016-04-18&amp;volume=&amp;issue=&amp;spage=A.5&amp;au=Roth%2C+Sammy%3BThe+Desert+Sun&amp;isbn=&amp;jtitle=USA+TODAY&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Obama decides to nix new offshore drilling,"  Offshore drilling in the Atlantic had drawn vigorous support from the American Petroleum Institute, which represents companies in the industry, saying it would have bolstered jobs, tax revenue and economic development.",1773567698,Newspapers,"Bomey, Nathan",,, (Copyright (c) 2016 USA Today. All Rights Reserved.), News," Mar 16, 2016",0734-7456, English, English, A.1," McLean, Va.","Mar 16, 2016",USA TODAY,2016,https://search.proquest.com/docview/1773567698?accountid=14902, A.1," Offshore drilling , Petroleum industry , Virginia",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anorthcentralnews&amp;atitle=Obama+decides+to+nix+new+offshore+drilling&amp;title=USA+TODAY&amp;issn=07347456&amp;date=2016-03-16&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Bomey%2C+Nathan&amp;isbn=&amp;jtitle=USA+TODAY&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Acidic oceans are stunting growth of coral reefs: A new study run outside the lab shows the damage done by carbon,"  Without significant cuts to greenhouse gas emissions, the world's coral reefs may be gone by the end of the century, other studies have found. Since the start of the industrial revolution in the 1800s, the world's oceans have grown nearly 30% more acidic, according to a 2009 Scientific Committee on Oceanic Resources report.",1768030634,Newspapers,"Rice, Doyle",,, (Copyright (c) 2016 USA Today. All Rights Reserved.), News," Feb 25, 2016",0734-7456, English, English, A.5," McLean, Va.","Feb 25, 2016",USA TODAY,2016,https://search.proquest.com/docview/1768030634?accountid=14902, A.5," Coral reefs , Studies , Emissions , Climate change , Laboratories , Acidification",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anorthcentralnews&amp;atitle=Acidic+oceans+are+stunting+growth+of+coral+reefs%3A+A+new+study+run+outside+the+lab+shows+the+damage+done+by+carbon&amp;title=USA+TODAY&amp;issn=07347456&amp;date=2016-02-25&amp;volume=&amp;issue=&amp;spage=A.5&amp;au=Rice%2C+Doyle&amp;isbn=&amp;jtitle=USA+TODAY&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"It's a new dawn for solar industry - mostly: As more workers gravitate to sector jobs, tax incentive hurdles turn others off","  ""The U.S. solar power industry continues to grow and create jobs, providing further evidence that promoting economic growth and fighting climate change can go hand in hand,"" former New York City mayor Michael Bloomberg, who is also the United Nations secretary-general's special envoy for Cities and Climate Change, said in a statement announcing the study.",1756630730,Newspapers,"Hughes, Trevor",,, (Copyright (c) 2016 USA Today. All Rights Reserved.), News," Jan 14, 2016",0734-7456, English, English, B.6," McLean, Va.","Jan 14, 2016",USA TODAY,2016,https://search.proquest.com/docview/1756630730?accountid=14902, B.6," Solar energy , Photovoltaic cells , Alternative energy sources , Tax incentives , Employment , Energy industry , United States--US",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anorthcentralnews&amp;atitle=It%27s+a+new+dawn+for+solar+industry+-+mostly%3A+As+more+workers+gravitate+to+sector+jobs%2C+tax+incentive+hurdles+turn+others+off&amp;title=USA+TODAY&amp;issn=07347456&amp;date=2016-01-14&amp;volume=&amp;issue=&amp;spage=B.6&amp;au=Hughes%2C+Trevor&amp;isbn=&amp;jtitle=USA+TODAY&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
How Obama can follow Paris deal: Use executive authority to double down on reductions of carbon emissions in the U.S.,"  After 2016, the next president will need to defend, and follow through on, the two major steps Obama has set in motion: the tough fuel efficiency standard that will cut automotive carbon pollution 40% while delivering a new car fleet that averages 54.5 miles per gallon in 2025, and a 32% cut in power plant emissions.\n",1751005329,Newspapers,"Becker, Dan;Gerstenzang, James",," Congress
921120", (Copyright (c) 2015 USA Today. All Rights Reserved.), News," Dec 22, 2015",0734-7456, English, English, A.7," McLean, Va.","Dec 22, 2015",USA TODAY,2015,https://search.proquest.com/docview/1751005329?accountid=14902, A.7," Emissions , Power plants , Manufacturing , Industrial plant emissions , Cement , Presidents , Carbon dioxide , Natural gas , Climate change , Petroleum production , Energy efficiency , Petroleum refineries , United States--US",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anorthcentralnews&amp;atitle=How+Obama+can+follow+Paris+deal%3A+Use+executive+authority+to+double+down+on+reductions+of+carbon+emissions+in+the+U.S.&amp;title=USA+TODAY&amp;issn=07347456&amp;date=2015-12-22&amp;volume=&amp;issue=&amp;spage=A.7&amp;au=Becker%2C+Dan%3BGerstenzang%2C+James&amp;isbn=&amp;jtitle=USA+TODAY&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"After four decades, good riddance to oil export ban","  According to the Institute for Energy Research, it has not even had a major impact on gasoline prices.",1750075220,Newspapers,,,, (Copyright (c) 2015 USA Today. All Rights Reserved.), Editorial," Dec 18, 2015",0734-7456, English, English, A.7," McLean, Va.","Dec 18, 2015",USA TODAY,2015,https://search.proquest.com/docview/1750075220?accountid=14902, A.7," Fossil fuels , Petroleum industry , Prices , Energy economics , Exports , Natural gas , Interstate commerce , United States--US", EDITORIAL,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anorthcentralnews&amp;atitle=After+four+decades%2C+good+riddance+to+oil+export+ban&amp;title=USA+TODAY&amp;issn=07347456&amp;date=2015-12-18&amp;volume=&amp;issue=&amp;spage=A.7&amp;au=&amp;isbn=&amp;jtitle=USA+TODAY&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Landmark climate accord doesn't end in Paris,"  Barring a technological miracle, global warming will continue unabated and wreak havoc on the planet.",1748614528,Newspapers,,,, (Copyright (c) 2015 USA Today. All Rights Reserved.), Editorial," Dec 14, 2015",0734-7456, English, English, A.7," McLean, Va.","Dec 14, 2015",USA TODAY,2015,https://search.proquest.com/docview/1748614528?accountid=14902, A.7," Agreements , Climate change , Global warming , United States--US", EDITORIAL,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anorthcentralnews&amp;atitle=Landmark+climate+accord+doesn%27t+end+in+Paris&amp;title=USA+TODAY&amp;issn=07347456&amp;date=2015-12-14&amp;volume=&amp;issue=&amp;spage=A.7&amp;au=&amp;isbn=&amp;jtitle=USA+TODAY&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
The climate war is over: International policy shifts to how to make clean energy cheaper,  [...]a treaty was taken off the table before the Paris summit even began.,1738840505,Newspapers,"Shellenberger, Michael",,, (Copyright (c) 2015 USA Today. All Rights Reserved.), News," Dec 3, 2015",0734-7456, English, English, A.7," McLean, Va.","Dec 3, 2015",USA TODAY,2015,https://search.proquest.com/docview/1738840505?accountid=14902, A.7," Clean technology , Climate change , Funding , Natural gas utilities , Hydraulic fracturing , India , United States--US , China",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anorthcentralnews&amp;atitle=The+climate+war+is+over%3A+International+policy+shifts+to+how+to+make+clean+energy+cheaper&amp;title=USA+TODAY&amp;issn=07347456&amp;date=2015-12-03&amp;volume=&amp;issue=&amp;spage=A.7&amp;au=Shellenberger%2C+Michael&amp;isbn=&amp;jtitle=USA+TODAY&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Dissent dwindles on climate change,"  150 of them were in Le Bourget on Monday, a record outside the U.N. Assembly in New York -- to try to forge a global plan to limit greenhouse gas emissions, the ""deniers"" were hardly a majority.",1738616577,Newspapers,Kim Hjelmgaard,,, (Copyright (c) 2015 USA Today. All Rights Reserved.), News," Dec 2, 2015",0734-7456, English, English, A.2," McLean, Va.","Dec 2, 2015",USA TODAY,2015,https://search.proquest.com/docview/1738616577?accountid=14902, A.2," Climate change , Global warming , Emissions",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anorthcentralnews&amp;atitle=Dissent+dwindles+on+climate+change&amp;title=USA+TODAY&amp;issn=07347456&amp;date=2015-12-02&amp;volume=&amp;issue=&amp;spage=A.2&amp;au=Kim+Hjelmgaard&amp;isbn=&amp;jtitle=USA+TODAY&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
The time for a climate deal may be now: 'Divisions have gone away' in latest global talks,"  Left unchecked, computer simulations predict global warming will cripple the planet, leading to extreme weather, rising sea levels, worse air quality, threats to many plant and animal species and more human conflicts over scarcer resources.",1736814447,Newspapers,"Rice, Doyle;Kim Hjelmgaard",,, (Copyright (c) 2015 USA Today. All Rights Reserved.), News," Nov 27, 2015",0734-7456, English, English, A.6," McLean, Va.","Nov 27, 2015",USA TODAY,2015,https://search.proquest.com/docview/1736814447?accountid=14902, A.6," Fossil fuels , Global warming , Greenhouse effect , Greenhouse gases , Emissions , Agreements , Climate change",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anorthcentralnews&amp;atitle=The+time+for+a+climate+deal+may+be+now%3A+%27Divisions+have+gone+away%27+in+latest+global+talks&amp;title=USA+TODAY&amp;issn=07347456&amp;date=2015-11-27&amp;volume=&amp;issue=&amp;spage=A.6&amp;au=Rice%2C+Doyle%3BKim+Hjelmgaard&amp;isbn=&amp;jtitle=USA+TODAY&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Peabody reaches climate-change deal: Coal giant agrees to disclose financial risks to investors,"  Peabody Energy reached the settlement after a two-year investigation found the St. Louis-based company's public statements about the potential economic impact of climate change didn't always square with the firm's internal financial projections, New York Attorney General Eric Schneiderman said Monday.",1732872255,Newspapers,"McCoy, Kevin",," Peabody Energy Corp
212112", (Copyright (c) 2015 USA Today. All Rights Reserved.), News," Nov 10, 2015",0734-7456, English, English, B.2," McLean, Va.","Nov 10, 2015",USA TODAY,2015,https://search.proquest.com/docview/1732872255?accountid=14902, B.2," Climate change , Coal industry , Agreements , Investments , Coal",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anorthcentralnews&amp;atitle=Peabody+reaches+climate-change+deal%3A+Coal+giant+agrees+to+disclose+financial+risks+to+investors&amp;title=USA+TODAY&amp;issn=07347456&amp;date=2015-11-10&amp;volume=&amp;issue=&amp;spage=B.2&amp;au=McCoy%2C+Kevin&amp;isbn=&amp;jtitle=USA+TODAY&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Fracking defeated Keystone XL: Environmentalists will find that it's a Pyrrhic victory for them,"  [...]without the surge in domestic natural gas production, the Obama administration's controversial Clean Power Plan would be essentially impossible to implement.",1732357629,Newspapers,"Bryce, Robert;Hayward, Steven F",,, (Copyright (c) 2015 USA Today. All Rights Reserved.), News," Nov 10, 2015",0734-7456, English, English, A.7," McLean, Va.","Nov 10, 2015",USA TODAY,2015,https://search.proquest.com/docview/1732357629?accountid=14902, A.7," Natural gas , Petroleum industry , Pipelines , Energy economics , Carbon dioxide , Petroleum production , Environmentalists , Hydraulic fracturing , Canada",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anorthcentralnews&amp;atitle=Fracking+defeated+Keystone+XL%3A+Environmentalists+will+find+that+it%27s+a+Pyrrhic+victory+for+them&amp;title=USA+TODAY&amp;issn=07347456&amp;date=2015-11-10&amp;volume=&amp;issue=&amp;spage=A.7&amp;au=Bryce%2C+Robert%3BHayward%2C+Steven+F&amp;isbn=&amp;jtitle=USA+TODAY&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"ExxonMobil investigated for climate change statements: Subpoena questions whether energy giant deceived public, investors","  The broad investigation by Schneiderman's office focuses on whether ExxonMobil made timely and accurate disclosures about how its climate-change research, the impact of long-term environmental shifts and any movement away from usage of fossil fuels could have on the company's financial fortunes.",1730964522,Newspapers,"McCoy, Kevin",,, (Copyright (c) 2015 USA Today. All Rights Reserved.), News," Nov 6, 2015",0734-7456, English, English, B.1," McLean, Va.","Nov 6, 2015",USA TODAY,2015,https://search.proquest.com/docview/1730964522?accountid=14902, B.1," Attorneys general , Climate change , Investigations , New York",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anorthcentralnews&amp;atitle=ExxonMobil+investigated+for+climate+change+statements%3A+Subpoena+questions+whether+energy+giant+deceived+public%2C+investors&amp;title=USA+TODAY&amp;issn=07347456&amp;date=2015-11-06&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=McCoy%2C+Kevin&amp;isbn=&amp;jtitle=USA+TODAY&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Excuses for inaction on climate change melt away,  [...]2015 is on track to eclipse 2014 as the warmest year on record.,1721990404,Newspapers,,,, (Copyright (c) 2015 USA Today. All Rights Reserved.), Editorial," Oct 14, 2015",0734-7456, English, English, A.9," McLean, Va.","Oct 14, 2015",USA TODAY,2015,https://search.proquest.com/docview/1721990404?accountid=14902, A.9," Emissions , Global warming , Carbon , Industrial plant emissions , Climate change , Storm damage , Electric rates , China", EDITORIAL,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anorthcentralnews&amp;atitle=Excuses+for+inaction+on+climate+change+melt+away&amp;title=USA+TODAY&amp;issn=07347456&amp;date=2015-10-14&amp;volume=&amp;issue=&amp;spage=A.9&amp;au=&amp;isbn=&amp;jtitle=USA+TODAY&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
